Codigo;Rubro;Detalle Articulo;Minorista;Mayorista;AMODIL;EL TANO;VIVANCO;GLORIAS;POMPEYA;BRAZZI;JUANCHOS;GUERE GUERE/ABUELO;TUTTO SAN FER;RINCON / LINIERS;JOAQUIN CHINO;VILLA TERRA;;;Costeo Mercaderia sin MO;Gastos Generales Sacado del informe mensual;Costo Total ;;;;;;;;;
1010;TORTAS INDIVIDUALES;FROLA INDIVIDUAL BATATA; $ 5.200,00 ; $ 4.180,00 ; $ -   ; $ -   ; $ -   ; $ 3.300,00 ; $ -   ; $ -   ; $ 3.762,00 ; $ 2.540,00 ; $ -   ; $ 2.200,00 ; $ 2.530,00 ; $ 2.600,00 ;;; $ 873,20 ; $ 218,30 ; $ 1.091,50 ;;;1010;TORTAS INDIVIDUALES;FROLA INDIVIDUAL BATATA;;;;
1011;TORTAS INDIVIDUALES;COCO CON DDL PORCION; $ 7.900,00 ; $ 6.930,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 6.237,00 ; $ 5.320,00 ; $ -   ; $ 2.200,00 ; $ 5.170,00 ; $ 3.950,00 ;;; $ -   ; $ -   ; $ -   ;;;1011;TORTAS INDIVIDUALES;COCO CON DDL PORCION;;;;
1012;TORTAS INDIVIDUALES;COCO CON DDL INDIVIDUAL; $ 7.300,00 ; $ 6.380,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 5.742,00 ; $ 5.320,00 ; $ -   ; $ 3.630,00 ; $ 5.170,00 ; $ 3.650,00 ;;; $ 1.456,13 ; $ 364,03 ; $ 1.820,16 ;;;1012;TORTAS INDIVIDUALES;COCO CON DDL INDIVIDUAL;;;;
1013;TORTAS INDIVIDUALES;NUTELLA INDIVIDUAL; $ 7.300,00 ; $ 6.380,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 5.742,00 ; $ 5.320,00 ; $ -   ; $ 4.510,00 ; $ 5.170,00 ; $ 3.650,00 ;;; $ 2.071,99 ; $ 518,00 ; $ 2.589,99 ;;;1013;TORTAS INDIVIDUALES;NUTELLA INDIVIDUAL;;;;
1014;TORTAS INDIVIDUALES;KEY LIME INDIVIDUAL; $ 7.300,00 ; $ 6.380,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 5.742,00 ; $ -   ; $ -   ; $ 4.510,00 ; $ -   ; $ 3.650,00 ;;;  ;;;;;1014;TORTAS INDIVIDUALES;KEY LIME INDIVIDUAL;;;;
1015;TORTAS INDIVIDUALES;TARTA INDIVIDUAL PISTACHO; $ 7.300,00 ; $ 6.380,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 5.742,00 ; $ -   ; $ -   ; $ 4.510,00 ; $ -   ; $ 3.650,00 ;;;  ;;;;;1015;TORTAS INDIVIDUALES;TARTA INDIVIDUAL PISTACHO;;;;
;;GALLETITAS; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;GALLETITAS;;;;
1101;GALLETITAS;GALLETITAS DULCES ; $ 23.300,00 ; $ 18.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.910,00 ; $ -   ; $ 11.650,00 ;;; $ 820,82 ; $ 205,21 ; $ 1.026,03 ;;;1101;GALLETITAS;GALLETITAS DULCES ;;;;
1102;GALLETITAS;GALLETITAS DULCES  X 1/4; $ 5.800,00 ; $ 4.730,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.900,00 ;;; $ 205,21 ; $ 51,30 ; $ 256,51 ;;;1102;GALLETITAS;GALLETITAS DULCES  X 1/4;;;;
1105;GALLETITAS;MERENGUES; $ 27.800,00 ; $ 22.000,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.910,00 ; $ -   ; $ 13.900,00 ;;; $ 3.345,89 ; $ 836,47 ; $ 4.182,36 ;;;1105;GALLETITAS;MERENGUES;;;;
1106;GALLETITAS;MERENGUES X 1/4; $ 7.600,00 ; $ 5.830,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.800,00 ;;; $ 836,47 ; $ 209,12 ; $ 1.045,59 ;;;1106;GALLETITAS;MERENGUES X 1/4;;;;
1107;GALLETITAS;PEPAS MEMBRILLO x kg MAYORISTA; $ 23.300,00 ; $ 18.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.450,00 ; $ 10.530,00 ; $ -   ; $ 8.910,00 ; $ 10.560,00 ; $ 11.650,00 ;;; $ 2.807,20 ; $ 701,80 ; $ 3.509,01 ;;;1107;GALLETITAS;PEPAS MEMBRILLO x kg MAYORISTA;;;;
1108;GALLETITAS;COQUITOS x kg MAYORISTA; $ 23.900,00 ; $ 19.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.450,00 ; $ 10.530,00 ; $ -   ; $ 10.010,00 ; $ 10.560,00 ; $ 11.950,00 ;;; $ 3.317,45 ; $ 829,36 ; $ 4.146,81 ;;;1108;GALLETITAS;COQUITOS x kg MAYORISTA;;;;
1109;GALLETITAS;ROSQUITAS ESPAÑOLAS x kg MAYORISTA; $ 23.900,00 ; $ 19.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.450,00 ; $ 10.530,00 ; $ -   ; $ 10.010,00 ; $ 10.560,00 ; $ 11.950,00 ;;; $ 1.291,86 ; $ 322,97 ; $ 1.614,83 ;;;1109;GALLETITAS;ROSQUITAS ESPAÑOLAS x kg MAYORISTA;;;;
1110;GALLETITAS;SCONS DULCES x kg MAYORISTA; $ 23.900,00 ; $ 19.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.450,00 ; $ 10.530,00 ; $ -   ; $ 8.910,00 ; $ 10.560,00 ; $ 11.950,00 ;;; $ 621,98 ; $ 155,49 ; $ 777,47 ;;;1110;GALLETITAS;SCONS DULCES x kg MAYORISTA;;;;
1111;GALLETITAS;SCONS DE QUESO x kg MAYORISTA; $ 23.900,00 ; $ 19.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.530,00 ; $ -   ; $ 10.010,00 ; $ 10.560,00 ; $ 11.950,00 ;;; $ 3.658,35 ; $ 914,59 ; $ 4.572,94 ;;;1111;GALLETITAS;SCONS DE QUESO x kg MAYORISTA;;;;
1112;GALLETITAS;PALITOS DE QUESO x kg MAYORISTA; $ 23.900,00 ; $ 19.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.010,00 ; $ 19.690,00 ; $ 11.950,00 ;;; $ 2.865,80 ; $ 716,45 ; $ 3.582,25 ;;;1112;GALLETITAS;PALITOS DE QUESO x kg MAYORISTA;;;;
1113;GALLETITAS;PALITOS DE ANIS x kg MAYORISTA; $ 23.900,00 ; $ 19.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.450,00 ; $ 10.530,00 ; $ -   ; $ 10.010,00 ; $ 10.560,00 ; $ 11.950,00 ;;; $ 1.122,31 ; $ 280,58 ; $ 1.402,89 ;;;1113;GALLETITAS;PALITOS DE ANIS x kg MAYORISTA;;;;
1114;GALLETITAS;PEPAS BATATA X KG MAYORISTA; $ 23.900,00 ; $ 19.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.450,00 ; $ 10.530,00 ; $ -   ; $ 8.910,00 ; $ 10.560,00 ; $ 11.950,00 ;;;  ;  ;  ;;;1114;GALLETITAS;PEPAS BATATA X KG MAYORISTA;;;;
1115;GALLETITAS;COOKIES AVENA Y PASAS; $ 23.900,00 ; $ 19.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.450,00 ; $ 13.070,00 ; $ -   ; $ 10.010,00 ; $ 12.980,00 ; $ 11.950,00 ;;; $ 5.880,11 ; $ 1.470,03 ; $ 7.350,13 ;;;1115;GALLETITAS;COOKIES AVENA Y PASAS;;;;
1116;GALLETITAS;COOKIES VAINILLA C/ CHIPS CHO.; $ 23.900,00 ; $ 19.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.450,00 ; $ 13.070,00 ; $ -   ; $ 10.010,00 ; $ 12.980,00 ; $ 11.950,00 ;;; $ 5.990,79 ; $ 1.497,70 ; $ 7.488,48 ;;;1116;GALLETITAS;COOKIES VAINILLA C/ CHIPS CHO.;;;;
1117;GALLETITAS;COOKIES DE CHOCOLATE CON CHIPS; $ 23.900,00 ; $ 19.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.450,00 ; $ 13.070,00 ; $ -   ; $ 10.010,00 ; $ 12.980,00 ; $ 11.950,00 ;;; $ 5.301,18 ; $ 1.325,30 ; $ 6.626,48 ;;;1117;GALLETITAS;COOKIES DE CHOCOLATE CON CHIPS;;;;
1118;GALLETITAS;COOKIES DE ROCKLERST; $ 23.900,00 ; $ 19.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.450,00 ; $ 10.530,00 ; $ -   ; $ 10.010,00 ; $ 10.560,00 ; $ 11.950,00 ;;; $ 7.180,25 ; $ 1.795,06 ; $ 8.975,31 ;;;1118;GALLETITAS;COOKIES DE ROCKLERST;;;;
1119;GALLETITAS;PALMERITAS; $ 23.900,00 ; $ 18.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 7.370,00 ; $ 18.700,00 ; $ 11.950,00 ;;; $ 769,52 ; $ 192,38 ; $ 961,90 ;;;1119;GALLETITAS;PALMERITAS;;;;
1120;GALLETITAS;MEMBRILLOS; $ 23.900,00 ; $ 18.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 7.370,00 ; $ 18.700,00 ; $ 11.950,00 ;;; $ 820,82 ; $ 205,21 ; $ 1.026,03 ;;;1120;GALLETITAS;MEMBRILLOS;;;;
;;BLISTERS ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;BLISTERS ;;;;
1201;BLISTERS;PEPAS; $ 4.000,00 ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.420,00 ; $ -   ; $ -   ; $ 2.090,00 ; $ 2.530,00 ; $ 2.000,00 ;;; $ -   ; $ -   ; $ -   ;;;1201;BLISTERS;PEPAS;;;;
1202;BLISTERS;COPOS DE COCO; $ 5.300,00 ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.090,00 ; $ 2.530,00 ; $ 2.650,00 ;;; $ -   ; $ -   ; $ -   ;;;1202;BLISTERS;COPOS DE COCO;;;;
1203;BLISTERS;PALMERITAS; $ 4.000,00 ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.860,00 ; $ -   ; $ -   ; $ 1.540,00 ; $ 2.530,00 ; $ 2.000,00 ;;; $ -   ; $ -   ; $ -   ;;;1203;BLISTERS;PALMERITAS;;;;
1204;BLISTERS;ALFAJORCITO MAICENA; $ 5.300,00 ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ 2.970,00 ; $ 2.530,00 ; $ 2.650,00 ;;; $ 2.116,63 ; $ 529,16 ; $ 2.645,78 ;;;1204;BLISTERS;ALFAJORCITO MAICENA;;;;
1205;BLISTERS;ALFAJOR CHOCO; $ 5.300,00 ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.750,00 ; $ 2.530,00 ; $ 2.650,00 ;;; $ -   ; $ -   ; $ -   ;;;1205;BLISTERS;ALFAJOR CHOCO;;;;
1206;BLISTERS;PALMERAS CHOCO; $ 5.300,00 ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.980,00 ; $ 2.530,00 ; $ 2.650,00 ;;; $ -   ; $ -   ; $ -   ;;;1206;BLISTERS;PALMERAS CHOCO;;;;
1207;BLISTERS;COPITOS CHOCO; $ 5.300,00 ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.420,00 ; $ 2.530,00 ; $ 2.650,00 ;;; $ -   ; $ -   ; $ -   ;;;1207;BLISTERS;COPITOS CHOCO;;;;
1208;BLISTERS;BROWNIE; $ 5.300,00 ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.420,00 ; $ 2.530,00 ; $ 2.650,00 ;;; $ -   ; $ -   ; $ -   ;;;1208;BLISTERS;BROWNIE;;;;
1209;BLISTERS;MASAS SECAS x 240kg; $ 5.300,00 ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.860,00 ; $ -   ; $ -   ; $ 1.980,00 ; $ 2.530,00 ; $ 2.650,00 ;;; $ 507,99 ; $ 127,00 ; $ 634,99 ;;;1209;BLISTERS;MASAS SECAS x 240kg;;;;
1210;BLISTERS;BANDEJAS MASAS SECAS SALADAS; $ 5.300,00 ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 6.050,00 ; $ 2.650,00 ;;; $ -   ; $ -   ; $ -   ;;;1210;BLISTERS;BANDEJAS MASAS SECAS SALADAS;;;;
1211;BLISTERS;MASAS FINAS KG; $ 43.600,00 ; $ 33.660,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 11.660,00 ; $ 33.660,00 ; $ 21.800,00 ;;; $ 5.113,66 ; $ 1.278,42 ; $ 6.392,08 ;;;1211;BLISTERS;MASAS FINAS KG;;;;
1212;BLISTERS;TARRITOS DE COOKIES; $ 5.300,00 ; $ 4.180,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.070,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.180,00 ; $ 2.650,00 ;;; $ -   ; $ -   ; $ -   ;;;1212;BLISTERS;TARRITOS DE COOKIES;;;;
1213;BLISTERS;ALFAJORCITOS DE PISTACHO X 12; $ 6.500,00 ; $ 5.500,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.310,00 ; $ -   ; $ 3.250,00 ;;;  ;;;;;1213;BLISTERS;ALFAJORCITOS DE PISTACHO X 12;;;;
1214;BLISTERS;ALFAJORCITOS DE NUEZ/ALMENDRA X 12; $ 5.500,00 ; $ 4.730,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.090,00 ; $ -   ; $ 2.750,00 ;;;  ;;;;;1214;BLISTERS;ALFAJORCITOS DE NUEZ/ALMENDRA X 12;;;;
;;Budines; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;Budines;;;;
1302;BUDINES;MUFFINS; $ 2.200,00 ; $ 770,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 170,50 ; $ -   ; $ -   ; $ 990,00 ; $ -   ; $ 1.100,00 ;;; $ -   ; $ -   ; $ -   ;;;1302;BUDINES;MUFFINS;;;;
1303;BUDINES;BUDIN GRANDE MARMOLADO; $ 4.000,00 ; $ 3.630,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 12.710,00 ; $ -   ; $ 3.520,00 ; $ 12.760,00 ; $ 2.000,00 ;;; $ -   ; $ -   ; $ -   ;;;1303;BUDINES;BUDIN GRANDE MARMOLADO;;;;
1304;BUDINES;PORCION BUDIN; $ 2.200,00 ; $ 1.320,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.450,00 ; $ -   ; $ 990,00 ; $ 1.430,00 ; $ 1.100,00 ;;; $ -   ; $ -   ; $ -   ;;;1304;BUDINES;PORCION BUDIN;;;;
1305;BUDINES;BUDIN LIMON; $ 5.900,00 ; $ 3.190,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.300,00 ; $ 2.860,00 ; $ 3.150,00 ; $ 2.860,00 ; $ 2.970,00 ; $ 3.080,00 ; $ 2.950,00 ;;; $ -   ; $ -   ; $ -   ;;;1305;BUDINES;BUDIN LIMON;;;;
1306;BUDINES;BUDIN ALMACEN PAN X2; $ 10.800,00 ; $ 6.820,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 6.050,00 ; $ -   ; $ 5.400,00 ;;; $ -   ; $ -   ; $ -   ;;;1306;BUDINES;BUDIN ALMACEN PAN X2;;;;
1307;BUDINES;BUDIN GRANDE VAINILLA; $ 21.500,00 ; $ 11.550,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 12.710,00 ; $ -   ; $ -   ; $ 12.760,00 ; $ 10.750,00 ;;; $ -   ; $ -   ; $ -   ;;;1307;BUDINES;BUDIN GRANDE VAINILLA;;;;
1308;BUDINES;BUDIN GRANDE LIMON; $ 21.500,00 ; $ 11.550,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 12.710,00 ; $ -   ; $ -   ; $ 12.760,00 ; $ 10.750,00 ;;; $ -   ; $ -   ; $ -   ;;;1308;BUDINES;BUDIN GRANDE LIMON;;;;
1309;BUDINES;BUDIN NARANJA; $ 5.900,00 ; $ 4.950,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.150,00 ; $ 2.860,00 ; $ 2.970,00 ; $ 3.080,00 ; $ 2.950,00 ;;; $ -   ; $ -   ; $ -   ;;;1309;BUDINES;BUDIN NARANJA;;;;
1310;BUDINES;BUDIN VAINILLA C/CHIPS; $ 5.900,00 ; $ 4.950,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.150,00 ; $ 2.860,00 ; $ 2.970,00 ; $ 3.080,00 ; $ 2.950,00 ;;; $ -   ; $ -   ; $ -   ;;;1310;BUDINES;BUDIN VAINILLA C/CHIPS;;;;
1311;BUDINES;BUDIN VAINILLA C/ DDL; $ 5.900,00 ; $ 4.950,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.150,00 ; $ 2.860,00 ; $ 2.970,00 ; $ 3.080,00 ; $ 2.950,00 ;;; $ -   ; $ -   ; $ -   ;;;1311;BUDINES;BUDIN VAINILLA C/ DDL;;;;
1312;BUDINES;BUDIN MARMOLADO ( VAINILLA Y CHOCOLATE ); $ 5.900,00 ; $ 4.950,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.150,00 ; $ 2.860,00 ; $ 2.970,00 ; $ 3.080,00 ; $ 2.950,00 ;;; $ -   ; $ -   ; $ -   ;;;1312;BUDINES;BUDIN MARMOLADO ( VAINILLA Y CHOCOLATE );;;;
1313;BUDINES;BUDIN CHOCOLATE; $ 5.900,00 ; $ 4.950,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.150,00 ; $ 2.860,00 ; $ 2.970,00 ; $ 3.080,00 ; $ 2.950,00 ;;; $ -   ; $ -   ; $ -   ;;;1313;BUDINES;BUDIN CHOCOLATE;;;;
1314;BUDINES;BUDIN VEGANO; $ 7.300,00 ; $ 4.950,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.970,00 ; $ 4.950,00 ; $ 3.650,00 ;;;  ;;;;;1314;BUDINES;BUDIN VEGANO;;;;
1315;BUDINES;BUDIN INTEGRAL; $ 7.300,00 ; $ 4.950,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.970,00 ; $ 4.950,00 ; $ 3.650,00 ;;;  ;;;;;1315;BUDINES;BUDIN INTEGRAL;;;;
1316;BUDINES;BUDIN SOLO FRUTAS SECAS; $ 5.900,00 ; $ 4.950,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.970,00 ; $ 4.950,00 ; $ 2.950,00 ;;;  ;;;;;1316;BUDINES;BUDIN SOLO FRUTAS SECAS;;;;
1317;BUDINES;BUDIN MANZANA; $ 7.300,00 ; $ 4.950,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.970,00 ; $ 4.950,00 ; $ 3.650,00 ;;;  ;  ;  ;;;1317;BUDINES;BUDIN MANZANA;;;;
1318;BUDINES;BUDIN OREO; $ 7.300,00 ; $ 4.950,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 5.170,00 ; $ 4.950,00 ; $ 3.650,00 ;;;  ;;;;;1318;BUDINES;BUDIN OREO;;;;
1319;BUDINES;BUDIN  PISTACHO; $ 7.300,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.310,00 ; $ -   ; $ 3.650,00 ;;;  ;;;;;1319;BUDINES;BUDIN  PISTACHO;;;;
1320;BUDINES;BUDIN VEGANO MANZANA; $ 5.500,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.190,00 ; $ -   ; $ 2.750,00 ;;;  ;;;;;1320;BUDINES;BUDIN VEGANO MANZANA;;;;
1321;BUDINES;BUDIN VEGANO FRUTOS DEL BOSQUE; $ 5.500,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.190,00 ; $ -   ; $ 2.750,00 ;;;  ;;;;;1321;BUDINES;BUDIN VEGANO FRUTOS DEL BOSQUE;;;;
1322;BUDINES;BUDIN CARROT CAKE ENTERO; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 22.000,00 ; $ -   ; $ -   ;;;  ;;;;;1322;BUDINES;BUDIN CARROT CAKE ENTERO;;;;
;;PAN DULCE - ROSCA - VIENENSAS; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;PAN DULCE - ROSCA - VIENENSAS;;;;
1401;PAN DULCE;PAN DULCE X PESO; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;1401;PAN DULCE;PAN DULCE X PESO;;;;
1402;PAN DULCE;PAN DULCE CON CHIPS 1/2; $ 6.500,00 ; $ 5.500,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 6.050,00 ; $ -   ; $ 5.170,00 ; $ -   ; $ 3.250,00 ;;; $ 1.301,14 ;;;;;1402;PAN DULCE;PAN DULCE CON CHIPS 1/2;;;;
1403;PAN DULCE;PAN DULCE TODAS LAS FRUTAS X 3/4 KG; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.300,00 ; $ -   ; $ -   ;;; $ 1.443,49 ;;;;;1403;PAN DULCE;PAN DULCE TODAS LAS FRUTAS X 3/4 KG;;;;
1404;PAN DULCE;PANETONE X KG; $ 18.200,00 ; $ 11.770,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 12.950,00 ; $ -   ; $ 9.130,00 ; $ -   ; $ 9.100,00 ;;; $ 2.296,46 ;;;;;1404;PAN DULCE;PANETONE X KG;;;;
1405;PAN DULCE;PAN DULCE SOLO FRUTAS SECAS X 3/4 KG; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 5.170,00 ; $ -   ; $ -   ;;;  ;;;;;1405;PAN DULCE;PAN DULCE SOLO FRUTAS SECAS X 3/4 KG;;;;
1406;PAN DULCE;PAN DULCE SOLO FRUTAS SECAS X 1/2 KG; $ 9.700,00 ; $ 6.710,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 7.380,00 ; $ -   ; $ 5.060,00 ; $ -   ; $ 4.850,00 ;;;  ;;;;;1406;PAN DULCE;PAN DULCE SOLO FRUTAS SECAS X 1/2 KG;;;;
1407;PAN DULCE;PAN DULCE TODAS LAS FRUTAS X 1/2 KG; $ 7.700,00 ; $ 6.270,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 6.900,00 ; $ -   ; $ 4.730,00 ; $ -   ; $ 3.850,00 ;;;  ;;;;;1407;PAN DULCE;PAN DULCE TODAS LAS FRUTAS X 1/2 KG;;;;
1408;ROSCA;ROSCA DE PASCUA X UNI; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;1408;ROSCA;ROSCA DE PASCUA X UNI;;;;
1409;ROSCA;ROSCA DE ALMENDRA X UNIDAD; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;1409;ROSCA;ROSCA DE ALMENDRA X UNIDAD;;;;
1410;VIENESA;VIENESA; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;;;;;1410;VIENESA;VIENESA;;;;
;;ALFAJORES; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;ALFAJORES;;;;
